-0.8687369,0.8095072,0.98305684,0.16654414,-0.09790499,-0.45065537,-0.4019087,-0.61068255,-0.76358473,-0.55192524,-0.87020004,-0.989687,-0.8448732,-0.7068918,-0.70824194,-0.55025667,-0.8235964,-0.607275,-0.7303635,-0.8627293
-0.33858305,0.7520391,0.43626162,-0.4550995,-0.468194,-0.48893902,-0.39662763,-0.57380605,-0.68065125,-0.46366316,-0.61969525,-0.6948425,-0.572446,-0.5289089,-0.5681588,-0.594442,-0.5970592,-0.55730855,-0.63169366,-0.5656799
-0.9121208,0.8315349,0.9577152,0.09418162,-0.29309294,-0.4095786,-0.4012738,-0.6470961,-0.8094501,-0.3943003,-0.83129025,-1.0485947,-0.8239214,-0.66911894,-0.84392166,-0.6284462,-0.81281984,-0.73294365,-0.8446658,-0.89164263
-0.28987807,0.6754386,0.3437692,-0.39638504,-0.38312724,-0.47159097,-0.3776962,-0.49346808,-0.6835345,-0.42843667,-0.5927918,-0.71653104,-0.6101403,-0.42323068,-0.43104523,-0.514809,-0.72403264,-0.50105995,-0.6505141,-0.6571767
-0.93405515,0.79507643,0.9197073,0.15722467,-0.13189897,-0.41012046,-0.38435695,-0.676577,-0.7898219,-0.441731,-0.8171537,-1.0080955,-0.7675874,-0.83506674,-0.7183206,-0.56045604,-0.7853161,-0.73997265,-0.82222307,-0.8202818
-0.8803231,0.80060035,0.9336852,0.108053505,-0.11380133,-0.36798334,-0.26859152,-0.6282807,-0.8576442,-0.46195748,-0.7687117,-0.9769639,-0.83886915,-0.6184885,-0.71664995,-0.3881181,-0.8303722,-0.6510259,-0.8772842,-0.7998405
-0.24922171,0.74652386,0.38350835,-0.40970236,-0.41894904,-0.50528234,-0.36776927,-0.58851403,-0.7192598,-0.37858722,-0.66584945,-0.7260031,-0.5088789,-0.46589756,-0.4757848,-0.47215763,-0.5652918,-0.50719386,-0.5981131,-0.6613789
-0.8574272,0.79500735,1.0163629,0.145355,-0.08945041,-0.3229462,-0.4167521,-0.70023036,-0.7624592,-0.38423967,-0.82687664,-1.0410619,-0.7830039,-0.62940246,-0.88496906,-0.517581,-0.81587124,-0.6473361,-0.8993412,-0.81015205
-0.9272086,0.7925618,0.9254976,-0.0044284547,-0.14884521,-0.41615903,-0.4142659,-0.68358004,-0.74597776,-0.45136163,-0.7577126,-1.0674019,-0.85685927,-0.6401558,-0.78388435,-0.46456882,-0.8988256,-0.6602128,-0.88166505,-0.8208292
-0.9366186,0.8036181,0.90454453,0.027080955,-0.33294326,-0.4277254,-0.40659517,-0.71882385,-0.81115144,-0.52256316,-0.88443184,-1.0474759,-0.93366414,-0.6831842,-0.75559354,-0.56613994,-0.79454297,-0.69926053,-0.79469496,-0.80209
-0.88101774,0.8031899,0.90897155,0.023506917,-0.1803464,-0.4863252,-0.41348746,-0.6604194,-0.7416463,-0.4393567,-0.8307441,-1.0130812,-0.76337636,-0.61666745,-0.59108293,-0.4926441,-0.8317849,-0.61613816,-0.7943748,-0.83464795
-0.49753976,0.7304113,0.5848096,-0.2653545,-0.26491144,-0.4331572,-0.2710264,-0.4957465,-0.5710861,-0.24469884,-0.6191685,-0.77263546,-0.5154104,-0.5391497,-0.57256675,-0.6917846,-0.70936674,-0.5345535,-0.61461097,-0.7921618
-0.92252886,0.8163308,1.0080845,0.22025795,-0.14030994,-0.38556433,-0.3825803,-0.68459153,-0.8149717,-0.45353344,-0.793517,-1.1051381,-0.82833165,-0.711092,-0.73575795,-0.55751103,-0.808429,-0.7429189,-0.81137025,-0.8178868
-0.9519414,0.75459754,0.9121579,0.1322987,-0.15339386,-0.39602807,-0.37740952,-0.63268334,-0.82516575,-0.53337574,-0.7162299,-0.9733736,-0.76298505,-0.7470526,-0.7068316,-0.49607107,-0.8135101,-0.7055875,-0.8249606,-0.9416079
-0.87906885,0.8374621,0.9145689,-0.020163942,-0.24231412,-0.40808672,-0.5078079,-0.69983864,-0.88140154,-0.53629017,-0.8294732,-0.99878347,-0.74270266,-0.6809684,-0.569553,-0.38939652,-0.8014588,-0.7276592,-0.80038524,-0.86123043
-0.32470238,0.8097111,0.43875638,-0.49578246,-0.4657578,-0.5022269,-0.4086419,-0.45981854,-0.68252164,-0.4530978,-0.6791667,-0.72033894,-0.4942613,-0.6207751,-0.5290826,-0.54553175,-0.5781423,-0.55788213,-0.6989096,-0.5939184
-0.85867757,0.8813296,0.7861593,-0.066127576,-0.39854696,-0.4182756,-0.47669873,-0.63995576,-0.7903458,-0.44323766,-0.7987699,-1.0179638,-0.81615406,-0.6596282,-0.66315883,-0.43629,-0.8466366,-0.69519454,-0.8238249,-0.9358234
-0.9413628,0.8153206,0.9510377,0.121749975,-0.10492869,-0.415884,-0.5018957,-0.746642,-0.83866733,-0.56694174,-0.8770453,-1.1289762,-0.8303083,-0.7833128,-0.764029,-0.6068118,-0.91854966,-0.7972159,-0.7663414,-0.83876914
