-0.8563178,0.8358192,0.9933971,0.102092065,-0.16745053,-0.507788,-0.44867733,-0.76515836,-0.96660835,-0.6562727,-1.0659814,-1.4270245,-0.8447982,-0.9503316,-0.8317919,-0.6654267,-1.2180631,-0.9684339,-0.9529208,-0.99679506
-0.2366835,0.78343993,0.14433295,-0.5639207,-0.53442836,-0.4555488,-0.38422957,-0.745621,-0.8630252,-0.61645967,-0.8201377,-1.1093739,-0.57193613,-0.7627136,-0.66352975,-0.49866426,-0.93887687,-0.8921173,-0.87170196,-0.77978104
-0.9054525,0.88662744,0.85325086,-0.0042520347,-0.4246385,-0.44675872,-0.4272234,-0.7988937,-1.0137502,-0.43440536,-1.0191145,-1.5149813,-0.81192625,-0.89702094,-1.0122144,-0.7533899,-1.224332,-1.1230038,-1.0906832,-1.0640125
-0.06476865,0.52970064,0.15739588,-0.46333116,-0.4295085,-0.5079635,-0.37904733,-0.67328477,-0.89035404,-0.59983397,-0.80292565,-1.1274918,-0.67445654,-0.6371107,-0.43938422,-0.7320327,-1.0691533,-0.8307082,-0.88572294,-0.874014
-0.93176055,0.8421369,0.8422887,0.1183532,-0.17806229,-0.4431986,-0.39922845,-0.8260761,-0.9798147,-0.49687,-1.006183,-1.4643795,-0.71616626,-1.0930043,-0.845511,-0.62434524,-1.1858186,-1.1213453,-1.061924,-0.98624814
-0.87018496,0.841601,0.8647059,0.047896963,-0.17355011,-0.40751106,-0.283441,-0.8127638,-1.0908927,-0.5695911,-0.9839677,-1.4716482,-0.8420357,-0.8795459,-0.8761329,-0.3674105,-1.2773018,-1.0705202,-1.1457798,-0.9520893
1.0831834,-0.58062387,-1.5958914,-2.0800967,-1.7189759,-2.0068603,-2.8291826,-2.593365,-2.7978573,-1.8551188,-2.7851427,-2.5689769,-0.74516284,1.9560641,4.190857,0.6106322,-4.136789,-1.8306881,-5.22808,-1.9251304
-0.84181935,0.7772081,1.2692082,-0.0561259,-0.2904194,-0.45506904,-0.51048565,-0.93893576,-1.0404516,-0.52597415,-1.0795026,-0.20654957,-0.7746612,-0.9282122,-1.0989603,-0.65653294,-1.2967145,-1.1014848,-1.201577,-0.99574375
-0.92240137,0.8401696,0.8351151,-0.08822819,-0.19598806,-0.44635332,-0.44158888,-0.84032494,-0.92706746,-0.51033753,-0.9378317,-1.5318688,-0.8459665,-0.85801005,-0.9314989,-0.44781992,-1.3129913,-1.0365341,-1.1282068,-0.9812674
-0.92859954,0.85358274,0.79203856,-0.046032034,-0.4368021,-0.44666404,-0.42331746,-0.8899706,-1.0213794,-0.62451655,-1.0905287,-1.5272468,-0.94131726,-0.9167049,-0.89082336,-0.6259504,-1.2197391,-1.0995661,-1.0410814,-0.951881
